File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF636ZQW	bam	bam		redacted alignments	ENCSR379WXM	ChIP-seq	NTR:0000427	neurosphere	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF045BAQ, ENCFF322DZF, ENCFF807MUK	626987560	ENCODE Processing Pipeline	5e30b65cc86f9a7bf01ad899c90bb96e		https://www.encodeproject.org/files/ENCFF636ZQW/@@download/ENCFF636ZQW.bam	hg19				released	s3://encode-public/2018/01/20/e6843b2d-8e59-4c10-a893-721b41b666af/ENCFF636ZQW.bam				
ENCFF717DQH	bam	bam		redacted unfiltered alignments	ENCSR379WXM	ChIP-seq	NTR:0000427	neurosphere	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF045BAQ, ENCFF322DZF, ENCFF807MUK	800327384	ENCODE Processing Pipeline	7a25bba24b818e53169a03bf33c87b92		https://www.encodeproject.org/files/ENCFF717DQH/@@download/ENCFF717DQH.bam	hg19				released	s3://encode-public/2018/01/20/e82e1db0-eed6-4508-af08-a96dc7787cfa/ENCFF717DQH.bam				
ENCFF708CBX	bam	bam		alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF054HVM, ENCFF643CGH, ENCFF950OXW	7765913570	ENCODE Processing Pipeline	aba05dce833b5eb3850c53cfb59ed6d1		https://www.encodeproject.org/files/ENCFF708CBX/@@download/ENCFF708CBX.bam	GRCh38				released	s3://encode-public/2017/03/01/ce19b4d1-86a0-4f96-a0a9-f0734f8f4eda/ENCFF708CBX.bam				
ENCFF738ADN	bam	bam		unfiltered alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF054HVM, ENCFF643CGH, ENCFF950OXW	10199050445	ENCODE Processing Pipeline	e3cc5126e66760e290b3f96224f0d36e		https://www.encodeproject.org/files/ENCFF738ADN/@@download/ENCFF738ADN.bam	GRCh38				released	s3://encode-public/2017/03/01/64bf4a34-a5fe-4c81-83b5-d17bfa18096a/ENCFF738ADN.bam				
ENCFF787TGR	bam	bam		unfiltered alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF643CGH, ENCFF666GAH, ENCFF925HTP	10555238786	ENCODE Processing Pipeline	358964fd90aa561b0da6d5bef46a3505		https://www.encodeproject.org/files/ENCFF787TGR/@@download/ENCFF787TGR.bam	GRCh38				released	s3://encode-public/2017/03/01/629dbc02-7fd1-4a96-8362-206bc76b343d/ENCFF787TGR.bam				
ENCFF611ZFQ	bam	bam		alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF643CGH, ENCFF666GAH, ENCFF925HTP	8114892334	ENCODE Processing Pipeline	be6ad817d351fecd71eac47348f84b5e		https://www.encodeproject.org/files/ENCFF611ZFQ/@@download/ENCFF611ZFQ.bam	GRCh38				released	s3://encode-public/2017/03/01/1ddba297-f533-4d7f-b39a-497bf6c0e81e/ENCFF611ZFQ.bam				
ENCFF087MEP	bam	bam		alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF054HVM, ENCFF807MUK, ENCFF950OXW	7759706770	ENCODE Processing Pipeline	1cfc7fe98a4a084ab307693d06733ef4		https://www.encodeproject.org/files/ENCFF087MEP/@@download/ENCFF087MEP.bam	hg19				released	s3://encode-public/2017/03/01/59bb991a-40d2-4516-9f0f-758c268fe46e/ENCFF087MEP.bam				
ENCFF623XOH	bam	bam		unfiltered alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF666GAH, ENCFF807MUK, ENCFF925HTP	10559213584	ENCODE Processing Pipeline	6231bee61ecbb4df09a6d9036f9a87c6		https://www.encodeproject.org/files/ENCFF623XOH/@@download/ENCFF623XOH.bam	hg19				released	s3://encode-public/2017/03/01/a054d559-c4db-4c13-9ed0-2d72bb0d9a04/ENCFF623XOH.bam				
ENCFF762JOI	bam	bam		alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF666GAH, ENCFF807MUK, ENCFF925HTP	8107216973	ENCODE Processing Pipeline	6686955abca030208c7ba334b63eab9e		https://www.encodeproject.org/files/ENCFF762JOI/@@download/ENCFF762JOI.bam	hg19				released	s3://encode-public/2017/03/01/43bc33bf-0521-4cb7-b111-3c2f9a5adc79/ENCFF762JOI.bam				
ENCFF900HJH	bam	bam		unfiltered alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	RWPE1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF054HVM, ENCFF807MUK, ENCFF950OXW	10203217911	ENCODE Processing Pipeline	ee9fcec7ac0d3482f4e971d40f0c2baf		https://www.encodeproject.org/files/ENCFF900HJH/@@download/ENCFF900HJH.bam	hg19				released	s3://encode-public/2017/03/01/3b3f1c00-e0e6-4f91-9c9f-b87c90d3cf21/ENCFF900HJH.bam				
ENCFF166BMF	bam	bam		redacted alignments	ENCSR666TFS	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF044SLO, ENCFF565AMG, ENCFF643CGH, ENCFF981KET, ENCFF984WFI	1428937126	ENCODE Processing Pipeline	1b979a01eb91c8064870c760a4913eb6		https://www.encodeproject.org/files/ENCFF166BMF/@@download/ENCFF166BMF.bam	GRCh38				released	s3://encode-public/2017/11/28/92554162-0e62-4a77-9583-78d317a5a318/ENCFF166BMF.bam				
ENCFF708SYF	bam	bam		redacted unfiltered alignments	ENCSR666TFS	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF044SLO, ENCFF565AMG, ENCFF643CGH, ENCFF981KET, ENCFF984WFI	2007590781	ENCODE Processing Pipeline	0e77ec25660a695a9a4c36c45e2ab958		https://www.encodeproject.org/files/ENCFF708SYF/@@download/ENCFF708SYF.bam	GRCh38				released	s3://encode-public/2017/11/28/a99a6ed7-8269-4db5-8402-42f04dc706fb/ENCFF708SYF.bam				
ENCFF561BVP	bam	bam		redacted unfiltered alignments	ENCSR666TFS	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF044SLO, ENCFF565AMG, ENCFF807MUK, ENCFF981KET, ENCFF984WFI	1995813755	ENCODE Processing Pipeline	cfeaeeb4456d0d7c23f9f19ab1e587f2		https://www.encodeproject.org/files/ENCFF561BVP/@@download/ENCFF561BVP.bam	hg19				released	s3://encode-public/2018/01/20/48c9102f-211c-484f-a1a7-153ca288aa16/ENCFF561BVP.bam				
ENCFF029MWK	bam	bam		redacted alignments	ENCSR666TFS	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF044SLO, ENCFF565AMG, ENCFF807MUK, ENCFF981KET, ENCFF984WFI	1428399346	ENCODE Processing Pipeline	7547c0c2ac2ae01e45848862ca24190b		https://www.encodeproject.org/files/ENCFF029MWK/@@download/ENCFF029MWK.bam	hg19				released	s3://encode-public/2018/01/20/1cb004fd-2502-43f7-87f3-14be0e932d44/ENCFF029MWK.bam				
ENCFF712WHE	bam	bam		unfiltered alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				2			101				ENCFF068PYY, ENCFF605KXF, ENCFF807MUK	3999731499	ENCODE Processing Pipeline	146c74a38e99c15d83abff1bdf6584ca		https://www.encodeproject.org/files/ENCFF712WHE/@@download/ENCFF712WHE.bam	hg19				released	s3://encode-public/2017/01/07/634412ad-16af-46f4-9e54-d742d8ef5a83/ENCFF712WHE.bam				
ENCFF349IBL	bam	bam		unfiltered alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				1			101				ENCFF426MBY, ENCFF807MUK, ENCFF980VYO	3418974072	ENCODE Processing Pipeline	c381404e12c2940fdaaf8d30fe39c780		https://www.encodeproject.org/files/ENCFF349IBL/@@download/ENCFF349IBL.bam	hg19				released	s3://encode-public/2017/01/07/c3e10cb0-f38f-4bbb-b4f4-1cd885a206ce/ENCFF349IBL.bam				
ENCFF024RZN	bam	bam		alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				1			101				ENCFF426MBY, ENCFF807MUK, ENCFF980VYO	2818689005	ENCODE Processing Pipeline	5868cec7bc7e99323ba8bc63b54ada04		https://www.encodeproject.org/files/ENCFF024RZN/@@download/ENCFF024RZN.bam	hg19				released	s3://encode-public/2017/01/07/1aef60de-0a37-4ce7-96e9-cccf18212ad6/ENCFF024RZN.bam				
ENCFF058XKA	bam	bam		unfiltered alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				1			101				ENCFF426MBY, ENCFF643CGH, ENCFF980VYO	3424509865	ENCODE Processing Pipeline	34f0336887d76c801d8df0392873503a		https://www.encodeproject.org/files/ENCFF058XKA/@@download/ENCFF058XKA.bam	GRCh38				released	s3://encode-public/2017/01/07/391fd86c-40c5-498c-9243-9b1598b96bf2/ENCFF058XKA.bam				
ENCFF776HMQ	bam	bam		alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				1			101				ENCFF426MBY, ENCFF643CGH, ENCFF980VYO	2822537193	ENCODE Processing Pipeline	36cc6e65b9cbec4bdb2156ffdf68993e		https://www.encodeproject.org/files/ENCFF776HMQ/@@download/ENCFF776HMQ.bam	GRCh38				released	s3://encode-public/2017/01/07/9047f9f3-a710-491e-b187-7615b773eef4/ENCFF776HMQ.bam				
ENCFF182LGU	bam	bam		alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				2			101				ENCFF068PYY, ENCFF605KXF, ENCFF807MUK	3414726870	ENCODE Processing Pipeline	6c43aa58b3b9058dd71c456b702a8dce		https://www.encodeproject.org/files/ENCFF182LGU/@@download/ENCFF182LGU.bam	hg19				released	s3://encode-public/2017/01/07/d3cb1bc3-106d-4d52-af1c-860ef669dfe2/ENCFF182LGU.bam				
ENCFF054FBF	bam	bam		unfiltered alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				2			101				ENCFF068PYY, ENCFF605KXF, ENCFF643CGH	4006764326	ENCODE Processing Pipeline	fa07976da990b1100dcf801d25ae1af8		https://www.encodeproject.org/files/ENCFF054FBF/@@download/ENCFF054FBF.bam	GRCh38				released	s3://encode-public/2017/01/10/e10ecaeb-bfa1-46fa-9185-c657f25e9a35/ENCFF054FBF.bam				
ENCFF085FAH	bam	bam		alignments	ENCSR709ABP	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				2			101				ENCFF068PYY, ENCFF605KXF, ENCFF643CGH	3418352141	ENCODE Processing Pipeline	f5befd62fc8e209fdeeb05a392388c5d		https://www.encodeproject.org/files/ENCFF085FAH/@@download/ENCFF085FAH.bam	GRCh38				released	s3://encode-public/2017/01/10/d867e520-8a03-4d15-9cad-89913fa74ebe/ENCFF085FAH.bam				
ENCFF085BWD	bam	bam		unfiltered alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				1			100				ENCFF098LPP, ENCFF226MBW, ENCFF807MUK	5443351821	ENCODE Processing Pipeline	ad463087a908f8eb53acbd5070e9ddad		https://www.encodeproject.org/files/ENCFF085BWD/@@download/ENCFF085BWD.bam	hg19				released	s3://encode-public/2017/03/04/d723bf00-3909-472c-9f8b-995ebd036ccc/ENCFF085BWD.bam				
ENCFF913EZV	bam	bam		alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				1			100				ENCFF098LPP, ENCFF226MBW, ENCFF643CGH	4190534635	ENCODE Processing Pipeline	e52dbffb8fc69b3637eaca8821552670		https://www.encodeproject.org/files/ENCFF913EZV/@@download/ENCFF913EZV.bam	GRCh38				released	s3://encode-public/2017/03/04/2a14e465-ff23-4e80-8e0d-c0a644345425/ENCFF913EZV.bam				
ENCFF486QUP	bam	bam		alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				1			100				ENCFF098LPP, ENCFF226MBW, ENCFF807MUK	4187575809	ENCODE Processing Pipeline	789350d2f73ef3e7f41578de94c88579		https://www.encodeproject.org/files/ENCFF486QUP/@@download/ENCFF486QUP.bam	hg19				released	s3://encode-public/2017/03/04/948fa509-d46e-48a0-9057-e1741ad15804/ENCFF486QUP.bam				
ENCFF850MZN	bam	bam		unfiltered alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				2			100				ENCFF306IVP, ENCFF643CGH, ENCFF962GKC	8899480724	ENCODE Processing Pipeline	e44f70d10146c565af032f327e23d215		https://www.encodeproject.org/files/ENCFF850MZN/@@download/ENCFF850MZN.bam	GRCh38				released	s3://encode-public/2017/03/04/e91f5594-5606-4202-8831-f60927d6767b/ENCFF850MZN.bam				
ENCFF856EMM	bam	bam		unfiltered alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				1			100				ENCFF098LPP, ENCFF226MBW, ENCFF643CGH	5444579092	ENCODE Processing Pipeline	13de8f607406280792ea9e31a37618c5		https://www.encodeproject.org/files/ENCFF856EMM/@@download/ENCFF856EMM.bam	GRCh38				released	s3://encode-public/2017/03/04/65dc67f2-3ffb-4bdd-bb08-49588af4c012/ENCFF856EMM.bam				
ENCFF765HUE	bam	bam		unfiltered alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				2			100				ENCFF306IVP, ENCFF807MUK, ENCFF962GKC	8890849150	ENCODE Processing Pipeline	864eeb2eaa9499c41e609986df16f34e		https://www.encodeproject.org/files/ENCFF765HUE/@@download/ENCFF765HUE.bam	hg19				released	s3://encode-public/2017/03/04/fe243fcf-cd50-4d4f-a8be-c3d4b3ef333c/ENCFF765HUE.bam				
ENCFF705ZOY	bam	bam		alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				2			100				ENCFF306IVP, ENCFF643CGH, ENCFF962GKC	7158688578	ENCODE Processing Pipeline	f27877eaeadab321374f70dc6ad96f0c		https://www.encodeproject.org/files/ENCFF705ZOY/@@download/ENCFF705ZOY.bam	GRCh38				released	s3://encode-public/2017/03/04/7254adf6-35f8-4e11-8479-6466d0db7ff4/ENCFF705ZOY.bam				
ENCFF457FYG	bam	bam		alignments	ENCSR279KIX	ChIP-seq	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				2			100				ENCFF306IVP, ENCFF807MUK, ENCFF962GKC	7152242256	ENCODE Processing Pipeline	c02cf4d76eee599792ba0ba28a8ab242		https://www.encodeproject.org/files/ENCFF457FYG/@@download/ENCFF457FYG.bam	hg19				released	s3://encode-public/2017/03/04/61250ade-37ec-412b-b440-549e66b86cf7/ENCFF457FYG.bam				
ENCFF235SGS	bam	bam		redacted unfiltered alignments	ENCSR227FYJ	ChIP-seq	CL:2000045	foreskin melanocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF230ABY, ENCFF355TVQ, ENCFF429UJU, ENCFF643CGH, ENCFF810OGJ	1311285948	ENCODE Processing Pipeline	3a65fcc701123c2297b06215d43723c2		https://www.encodeproject.org/files/ENCFF235SGS/@@download/ENCFF235SGS.bam	GRCh38				released	s3://encode-public/2017/11/28/c479b83b-3b89-44b0-a68d-a6ad245521ea/ENCFF235SGS.bam				
ENCFF862KQF	bam	bam		redacted alignments	ENCSR227FYJ	ChIP-seq	CL:2000045	foreskin melanocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF230ABY, ENCFF355TVQ, ENCFF429UJU, ENCFF643CGH, ENCFF810OGJ	903773318	ENCODE Processing Pipeline	8c805369b8c5f268b18a4f78fd50ca60		https://www.encodeproject.org/files/ENCFF862KQF/@@download/ENCFF862KQF.bam	GRCh38				released	s3://encode-public/2017/11/28/f8e5859e-c269-4f88-956f-c9f7ff61a676/ENCFF862KQF.bam				
ENCFF017FRF	bam	bam		redacted unfiltered alignments	ENCSR227FYJ	ChIP-seq	CL:2000045	foreskin melanocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF230ABY, ENCFF355TVQ, ENCFF429UJU, ENCFF807MUK, ENCFF810OGJ	1303821496	ENCODE Processing Pipeline	1a7d204a8d8a2681c69d2231e0043158		https://www.encodeproject.org/files/ENCFF017FRF/@@download/ENCFF017FRF.bam	hg19				released	s3://encode-public/2018/01/20/d1a32b59-026c-45bf-b266-aa035e020c66/ENCFF017FRF.bam				
ENCFF753SCK	bam	bam		redacted alignments	ENCSR227FYJ	ChIP-seq	CL:2000045	foreskin melanocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF230ABY, ENCFF355TVQ, ENCFF429UJU, ENCFF807MUK, ENCFF810OGJ	903579513	ENCODE Processing Pipeline	9b7ab403f2d9ca64b3db7945fb51cb87		https://www.encodeproject.org/files/ENCFF753SCK/@@download/ENCFF753SCK.bam	hg19				released	s3://encode-public/2018/01/20/77aa68d2-4192-4f3a-97ae-fa72568b690d/ENCFF753SCK.bam				
ENCFF931ISK	bam	bam		unfiltered alignments	ENCSR736ZEG	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA				formaldehyde		2017-10-10	GGR				1			101				ENCFF097WZJ, ENCFF807MUK, ENCFF995BBI	3757389335	ENCODE Processing Pipeline	fa54c6fd8a7f7e5b8171e83c9f0f50ce		https://www.encodeproject.org/files/ENCFF931ISK/@@download/ENCFF931ISK.bam	hg19				released	s3://encode-public/2017/01/07/8d7c1708-f7ce-417b-a1a3-888402f451e7/ENCFF931ISK.bam				
