File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
ENCFF039NMI	bam	bam	alignments	ENCSR679IFH	DNase-seq	UBERON:0002106	spleen	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF055UYI	1362853851	ENCODE Processing Pipeline	0eaee4b63032291621aae7a940213366	https://www.encodeproject.org/files/ENCFF039NMI/@@download/ENCFF039NMI.bam	hg19	released	s3://encode-public/2017/09/19/bd0e296a-18fd-43b4-9031-752c622644ac/ENCFF039NMI.bam	ENCFF683SWA	bam	bam	alignments	ENCSR726HTS	ChIP-seq	UBERON:0002106	tissue	H3K27ac-human	DNA	2016-11-03	ENCODE	2	76.0	ENCFF023RKK, ENCFF030XCQ, ENCFF069LYC, ENCFF132QCA, ENCFF674BQL, ENCFF793WPL, ENCFF807MUK, ENCFF824EOS, ENCFF894ZNZ	1878260509	ENCODE Processing Pipeline	440ff0e14af9711586ca6444c5e97ca6	https://www.encodeproject.org/files/ENCFF683SWA/@@download/ENCFF683SWA.bam	hg19	released	s3://encode-public/2019/08/30/394fac38-0227-40e2-bff1-5232a35a89b6/ENCFF683SWA.bam
ENCFF039NMI	bam	bam	alignments	ENCSR679IFH	DNase-seq	UBERON:0002106	spleen	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF055UYI	1362853851	ENCODE Processing Pipeline	0eaee4b63032291621aae7a940213366	https://www.encodeproject.org/files/ENCFF039NMI/@@download/ENCFF039NMI.bam	hg19	released	s3://encode-public/2017/09/19/bd0e296a-18fd-43b4-9031-752c622644ac/ENCFF039NMI.bam	ENCFF795IVM	bam	bam	alignments	ENCSR726HTS	ChIP-seq	UBERON:0002106	tissue	H3K27ac-human	DNA	2016-11-03	ENCODE	1	76.0	ENCFF007TBV, ENCFF234GKO, ENCFF451NBT, ENCFF547YCY, ENCFF574KIM, ENCFF807MUK, ENCFF954CEB	2565403221	ENCODE Processing Pipeline	49d60d03e564a046651dfda41137c463	https://www.encodeproject.org/files/ENCFF795IVM/@@download/ENCFF795IVM.bam	hg19	released	s3://encode-public/2019/08/30/a4381a86-2031-4736-91ce-7ea5ef3fe2e1/ENCFF795IVM.bam
ENCFF854QWS	bam	bam	alignments	ENCSR000EJP	DNase-seq	EFO:0003045	H9	cell line	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF257MQX, ENCFF719SKA	2636679550	ENCODE Processing Pipeline	934265e0cf1096887b3b184cf0fcf412	https://www.encodeproject.org/files/ENCFF854QWS/@@download/ENCFF854QWS.bam	hg19	released	s3://encode-public/2017/10/03/4683152f-f2dc-48b0-bfd7-ea4eaaf09fd5/ENCFF854QWS.bam	ENCFF775ONB	bam	bam	alignments	ENCSR876RGF	ChIP-seq	EFO:0003045	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF081KCW, ENCFF807MUK	460787577	ENCODE Processing Pipeline	346c6782f189f4404f90a86dd2f6dcb7	https://www.encodeproject.org/files/ENCFF775ONB/@@download/ENCFF775ONB.bam	hg19	released	s3://encode-public/2016/12/19/435a8d3a-afaf-4291-8ba7-5d2400ebbf0a/ENCFF775ONB.bam
ENCFF854QWS	bam	bam	alignments	ENCSR000EJP	DNase-seq	EFO:0003045	H9	cell line	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF257MQX, ENCFF719SKA	2636679550	ENCODE Processing Pipeline	934265e0cf1096887b3b184cf0fcf412	https://www.encodeproject.org/files/ENCFF854QWS/@@download/ENCFF854QWS.bam	hg19	released	s3://encode-public/2017/10/03/4683152f-f2dc-48b0-bfd7-ea4eaaf09fd5/ENCFF854QWS.bam	ENCFF930EEK	bam	bam	alignments	ENCSR876RGF	ChIP-seq	EFO:0003045	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	2	30.0	ENCFF087HNU, ENCFF185DRU, ENCFF807MUK	723208125	ENCODE Processing Pipeline	a43bcd5152e4128a8a27bea1984018bc	https://www.encodeproject.org/files/ENCFF930EEK/@@download/ENCFF930EEK.bam	hg19	released	s3://encode-public/2017/01/28/e47801d5-3e85-4a8b-872a-e8a02cc3c486/ENCFF930EEK.bam
ENCFF052FAL	bam	bam	alignments	ENCSR383SNM	DNase-seq	EFO:0007096	iPS DF 19.11	cell line	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF793HZT	10206671414	ENCODE Processing Pipeline	f1e90466262cb18c40fa8f0e305430fc	https://www.encodeproject.org/files/ENCFF052FAL/@@download/ENCFF052FAL.bam	hg19	released	s3://encode-public/2017/09/19/401564ae-33d9-42fb-90c2-fd59c630d311/ENCFF052FAL.bam	ENCFF637QJT	bam	bam	alignments	ENCSR505OPZ	ChIP-seq	EFO:0007096	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF093XFY, ENCFF539GZC, ENCFF807MUK	3073751394	ENCODE Processing Pipeline	209b02591a1ab8c72434cf1a0c3f2891	https://www.encodeproject.org/files/ENCFF637QJT/@@download/ENCFF637QJT.bam	hg19	released	s3://encode-public/2016/12/19/05a21d70-0512-4de3-ac26-09a8f6b3e318/ENCFF637QJT.bam
ENCFF052FAL	bam	bam	alignments	ENCSR383SNM	DNase-seq	EFO:0007096	iPS DF 19.11	cell line	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF793HZT	10206671414	ENCODE Processing Pipeline	f1e90466262cb18c40fa8f0e305430fc	https://www.encodeproject.org/files/ENCFF052FAL/@@download/ENCFF052FAL.bam	hg19	released	s3://encode-public/2017/09/19/401564ae-33d9-42fb-90c2-fd59c630d311/ENCFF052FAL.bam	ENCFF849KFW	bam	bam	alignments	ENCSR505OPZ	ChIP-seq	EFO:0007096	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF504WFG, ENCFF807MUK	2977687267	ENCODE Processing Pipeline	70c7cc7d3cab58acd152ede55d5ad7ca	https://www.encodeproject.org/files/ENCFF849KFW/@@download/ENCFF849KFW.bam	hg19	released	s3://encode-public/2016/12/19/5ad0b2a7-5230-4d57-816b-80a4c29efe4a/ENCFF849KFW.bam
ENCFF208ILP	bam	bam	alignments	ENCSR944JCE	DNase-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF657FKF	8692372051	ENCODE Processing Pipeline	5120c6f66cb2f2bf1554190bd1da1c03	https://www.encodeproject.org/files/ENCFF208ILP/@@download/ENCFF208ILP.bam	hg19	released	s3://encode-public/2017/09/19/9d1fc060-a350-47b1-ac54-9ed5ef4a1a3b/ENCFF208ILP.bam	ENCFF342NVV	bam	bam	alignments	ENCSR894MOX	ChIP-seq	UBERON:0004648	tissue	H3K27ac-human	DNA	2019-09-11	ENCODE	2	76.0	ENCFF103LRC, ENCFF179QOO, ENCFF225NHL, ENCFF773AMW, ENCFF807MUK	1300929181	ENCODE Processing Pipeline	88046691e8215dc3c425254cd4e3c77b	https://www.encodeproject.org/files/ENCFF342NVV/@@download/ENCFF342NVV.bam	hg19	released	s3://encode-public/2019/08/28/0d39e7e5-c581-4758-93da-44147c2f243b/ENCFF342NVV.bam
ENCFF208ILP	bam	bam	alignments	ENCSR944JCE	DNase-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF657FKF	8692372051	ENCODE Processing Pipeline	5120c6f66cb2f2bf1554190bd1da1c03	https://www.encodeproject.org/files/ENCFF208ILP/@@download/ENCFF208ILP.bam	hg19	released	s3://encode-public/2017/09/19/9d1fc060-a350-47b1-ac54-9ed5ef4a1a3b/ENCFF208ILP.bam	ENCFF733TOJ	bam	bam	alignments	ENCSR894MOX	ChIP-seq	UBERON:0004648	tissue	H3K27ac-human	DNA	2019-09-11	ENCODE	1	76.0	ENCFF149LPB, ENCFF195EZZ, ENCFF376UAD, ENCFF405ZBR, ENCFF807MUK	1622061970	ENCODE Processing Pipeline	f3aa339ea6842ae5e94b084fd836d605	https://www.encodeproject.org/files/ENCFF733TOJ/@@download/ENCFF733TOJ.bam	hg19	released	s3://encode-public/2019/08/28/96760e7c-c1bf-47cb-80b4-2f7ef8c22bdc/ENCFF733TOJ.bam
ENCFF688CCE	bam	bam	alignments	ENCSR000ELP	DNase-seq	EFO:0002323	RWPE1	cell line	Homo sapiens	DNA	2012-03-28	ENCODE	1	ENCFF295RHS, ENCFF769WEQ	5111304046	ENCODE Processing Pipeline	8c391d95a0949778991c7fbcba14e570	https://www.encodeproject.org/files/ENCFF688CCE/@@download/ENCFF688CCE.bam	hg19	released	s3://encode-public/2017/10/05/ae9177a1-0bf8-4442-b974-dd27d3ba8105/ENCFF688CCE.bam	ENCFF087MEP	bam	bam	alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	cell line	H3K27ac-human	DNA	2017-03-03	ENCODE	1	100.0	ENCFF054HVM, ENCFF807MUK, ENCFF950OXW	7759706770	ENCODE Processing Pipeline	1cfc7fe98a4a084ab307693d06733ef4	https://www.encodeproject.org/files/ENCFF087MEP/@@download/ENCFF087MEP.bam	hg19	released	s3://encode-public/2017/03/01/59bb991a-40d2-4516-9f0f-758c268fe46e/ENCFF087MEP.bam
ENCFF688CCE	bam	bam	alignments	ENCSR000ELP	DNase-seq	EFO:0002323	RWPE1	cell line	Homo sapiens	DNA	2012-03-28	ENCODE	1	ENCFF295RHS, ENCFF769WEQ	5111304046	ENCODE Processing Pipeline	8c391d95a0949778991c7fbcba14e570	https://www.encodeproject.org/files/ENCFF688CCE/@@download/ENCFF688CCE.bam	hg19	released	s3://encode-public/2017/10/05/ae9177a1-0bf8-4442-b974-dd27d3ba8105/ENCFF688CCE.bam	ENCFF762JOI	bam	bam	alignments	ENCSR203KEU	ChIP-seq	EFO:0002323	cell line	H3K27ac-human	DNA	2017-03-03	ENCODE	2	100.0	ENCFF666GAH, ENCFF807MUK, ENCFF925HTP	8107216973	ENCODE Processing Pipeline	6686955abca030208c7ba334b63eab9e	https://www.encodeproject.org/files/ENCFF762JOI/@@download/ENCFF762JOI.bam	hg19	released	s3://encode-public/2017/03/01/43bc33bf-0521-4cb7-b111-3c2f9a5adc79/ENCFF762JOI.bam
ENCFF991GGR	bam	bam	alignments	ENCSR278FVO	DNase-seq	CL:0000047	neural stem progenitor cell	in vitro differentiated cells	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF487QRD, ENCFF541CGC	3654250425	ENCODE Processing Pipeline	415b15b4b29610f858817232676b3186	https://www.encodeproject.org/files/ENCFF991GGR/@@download/ENCFF991GGR.bam	hg19	released	s3://encode-public/2017/10/03/1af1e84e-7d09-40d9-b4de-e08cbb86dbee/ENCFF991GGR.bam	ENCFF303LNR	bam	bam	alignments	ENCSR799SRL	ChIP-seq	CL:0000047	in vitro differentiated cells	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF314JAW, ENCFF807MUK	1372650515	ENCODE Processing Pipeline	f0d31b12427ca8176207eb6de8cd349d	https://www.encodeproject.org/files/ENCFF303LNR/@@download/ENCFF303LNR.bam	hg19	released	s3://encode-public/2016/12/19/4f367cf2-5840-4149-9053-06df6e9218ff/ENCFF303LNR.bam
ENCFF991GGR	bam	bam	alignments	ENCSR278FVO	DNase-seq	CL:0000047	neural stem progenitor cell	in vitro differentiated cells	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF487QRD, ENCFF541CGC	3654250425	ENCODE Processing Pipeline	415b15b4b29610f858817232676b3186	https://www.encodeproject.org/files/ENCFF991GGR/@@download/ENCFF991GGR.bam	hg19	released	s3://encode-public/2017/10/03/1af1e84e-7d09-40d9-b4de-e08cbb86dbee/ENCFF991GGR.bam	ENCFF840CMQ	bam	bam	alignments	ENCSR799SRL	ChIP-seq	CL:0000047	in vitro differentiated cells	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF277BER, ENCFF807MUK	1243514693	ENCODE Processing Pipeline	0020725e255f138aedbb3a258d4b6f01	https://www.encodeproject.org/files/ENCFF840CMQ/@@download/ENCFF840CMQ.bam	hg19	released	s3://encode-public/2016/12/19/0597773f-7573-485e-8f02-14ea6e25a4be/ENCFF840CMQ.bam
ENCFF991GGR	bam	bam	alignments	ENCSR278FVO	DNase-seq	CL:0000047	neural stem progenitor cell	in vitro differentiated cells	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF487QRD, ENCFF541CGC	3654250425	ENCODE Processing Pipeline	415b15b4b29610f858817232676b3186	https://www.encodeproject.org/files/ENCFF991GGR/@@download/ENCFF991GGR.bam	hg19	released	s3://encode-public/2017/10/03/1af1e84e-7d09-40d9-b4de-e08cbb86dbee/ENCFF991GGR.bam	ENCFF386MOE	bam	bam	alignments	ENCSR799SRL	ChIP-seq	CL:0000047	in vitro differentiated cells	H3K27ac-human	DNA	2013-07-31	Roadmap	3	36.0	ENCFF279KNT, ENCFF807MUK	1523598513	ENCODE Processing Pipeline	55c746ae1fa284d18633bf2bee4bbb89	https://www.encodeproject.org/files/ENCFF386MOE/@@download/ENCFF386MOE.bam	hg19	released	s3://encode-public/2016/12/19/eeb1dfbb-1bb8-427b-8492-5d86d178af13/ENCFF386MOE.bam
ENCFF933ZOD	bam	bam	alignments	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF266HWZ, ENCFF525DSP, ENCFF951YBC	4996998317	ENCODE Processing Pipeline	9e35adf7d9a16e299a0ccba0de6377ca	https://www.encodeproject.org/files/ENCFF933ZOD/@@download/ENCFF933ZOD.bam	hg19	released	s3://encode-public/2017/10/06/228e856d-7d71-4b9d-abcc-1f7638ecea81/ENCFF933ZOD.bam	ENCFF535AIK	bam	bam	alignments	ENCSR000APH	ChIP-seq	CL:0000062	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000CVS, ENCFF807MUK	455401889	ENCODE Processing Pipeline	c130ebb784a241c841f266548aa9aafe	https://www.encodeproject.org/files/ENCFF535AIK/@@download/ENCFF535AIK.bam	hg19	released	s3://encode-public/2017/04/04/9a0b01df-d5ba-4ea5-af8a-0ba413d667da/ENCFF535AIK.bam
ENCFF933ZOD	bam	bam	alignments	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF266HWZ, ENCFF525DSP, ENCFF951YBC	4996998317	ENCODE Processing Pipeline	9e35adf7d9a16e299a0ccba0de6377ca	https://www.encodeproject.org/files/ENCFF933ZOD/@@download/ENCFF933ZOD.bam	hg19	released	s3://encode-public/2017/10/06/228e856d-7d71-4b9d-abcc-1f7638ecea81/ENCFF933ZOD.bam	ENCFF767YLX	bam	bam	alignments	ENCSR000APH	ChIP-seq	CL:0000062	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000CVU, ENCFF807MUK	1413016909	ENCODE Processing Pipeline	e48058f7f9980e2b05ff7aa7b577a7f9	https://www.encodeproject.org/files/ENCFF767YLX/@@download/ENCFF767YLX.bam	hg19	released	s3://encode-public/2017/04/04/bed0e3d2-37fa-429c-84ee-884dfb10a211/ENCFF767YLX.bam
ENCFF610NNF	bam	bam	alignments	ENCSR714DIF	DNase-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF007BWG, ENCFF940VYO	12849140306	ENCODE Processing Pipeline	566780734ca69f9a834fe9a818379305	https://www.encodeproject.org/files/ENCFF610NNF/@@download/ENCFF610NNF.bam	hg19	released	s3://encode-public/2018/05/07/6a71b3f0-36e3-442c-b77f-105c5ed11bcc/ENCFF610NNF.bam	ENCFF461HDD	bam	bam	alignments	ENCSR473PNT	ChIP-seq	NTR:0000856	in vitro differentiated cells	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF826BHT	452971862	ENCODE Processing Pipeline	98e0a300cd96ef1ea9951964c72e04e0	https://www.encodeproject.org/files/ENCFF461HDD/@@download/ENCFF461HDD.bam	hg19	released	s3://encode-public/2016/12/19/e59bae85-2a39-4f50-999a-9a847f0e196c/ENCFF461HDD.bam
