File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF251DJK	bam	bam		redacted unfiltered alignments	ENCSR494MDB	ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF114WZC, ENCFF187DMK, ENCFF538UQH, ENCFF807MUK	215545873	ENCODE Processing Pipeline	73c3b1465e79724ce541fa7ac6747d36		https://www.encodeproject.org/files/ENCFF251DJK/@@download/ENCFF251DJK.bam	hg19				released	s3://encode-public/2018/01/20/beaee515-9a95-4b94-832b-d218507c97d0/ENCFF251DJK.bam				
ENCFF300PEE	bam	bam		redacted alignments	ENCSR494MDB	ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF114WZC, ENCFF187DMK, ENCFF538UQH, ENCFF807MUK	159254496	ENCODE Processing Pipeline	5285cf42015cab282f05943ccf4befc7		https://www.encodeproject.org/files/ENCFF300PEE/@@download/ENCFF300PEE.bam	hg19				released	s3://encode-public/2018/01/20/77459dbb-d210-4ef8-886e-ff0f54fec468/ENCFF300PEE.bam				
ENCFF544DEW	bam	bam		unfiltered alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				2			76				ENCFF542CPV, ENCFF807MUK	3179840835	ENCODE Processing Pipeline	671bbbdf8a9e8e8770f2dad9e2b456bc		https://www.encodeproject.org/files/ENCFF544DEW/@@download/ENCFF544DEW.bam	hg19				released	s3://encode-public/2016/11/11/f8574322-7e17-4692-b9a8-8cd96bbb0d38/ENCFF544DEW.bam				
ENCFF755ILZ	bam	bam		unfiltered alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				2			76				ENCFF542CPV, ENCFF643CGH	3185484453	ENCODE Processing Pipeline	e54e239e534b7aa543e6d4640fc32e6c		https://www.encodeproject.org/files/ENCFF755ILZ/@@download/ENCFF755ILZ.bam	GRCh38				released	s3://encode-public/2016/11/11/a661b3f2-f9fe-48d4-a7ec-071467d2097a/ENCFF755ILZ.bam				
ENCFF548FTF	bam	bam		unfiltered alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				1			74				ENCFF124BGS, ENCFF643CGH	2521677554	ENCODE Processing Pipeline	faaacf4a3b7460d186597f39a7ff405e		https://www.encodeproject.org/files/ENCFF548FTF/@@download/ENCFF548FTF.bam	GRCh38				released	s3://encode-public/2016/11/11/70488d8f-0212-4210-bfe0-b933cabc53a9/ENCFF548FTF.bam				
ENCFF529ASS	bam	bam		alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				2			76				ENCFF542CPV, ENCFF807MUK	2031219166	ENCODE Processing Pipeline	e85d7aad3892d2c1bae35b689edc1e91		https://www.encodeproject.org/files/ENCFF529ASS/@@download/ENCFF529ASS.bam	hg19				released	s3://encode-public/2016/11/11/a2315b4f-3239-49e2-ab61-a7410accc63f/ENCFF529ASS.bam				
ENCFF816GNU	bam	bam		alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				2			76				ENCFF542CPV, ENCFF643CGH	2033160164	ENCODE Processing Pipeline	4dadef19760913a2f8ddffb49ccfd35a		https://www.encodeproject.org/files/ENCFF816GNU/@@download/ENCFF816GNU.bam	GRCh38				released	s3://encode-public/2016/11/11/71c915b9-d239-4c6a-ae10-c6e3c5bf171e/ENCFF816GNU.bam				
ENCFF499VQN	bam	bam		alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				1			74				ENCFF124BGS, ENCFF643CGH	1490271948	ENCODE Processing Pipeline	f45522298b337961b0076fea062ce0fa		https://www.encodeproject.org/files/ENCFF499VQN/@@download/ENCFF499VQN.bam	GRCh38				released	s3://encode-public/2016/11/11/74214d3f-9365-4413-ae46-6b8dd1f22aa9/ENCFF499VQN.bam				
ENCFF845BWS	bam	bam		unfiltered alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				1			74				ENCFF124BGS, ENCFF807MUK	2518563323	ENCODE Processing Pipeline	2bcc2fb0b59314f981a128dbecbdf5ef		https://www.encodeproject.org/files/ENCFF845BWS/@@download/ENCFF845BWS.bam	hg19				released	s3://encode-public/2016/11/11/e2a6df99-4b56-44af-a235-7e5e7fb77f71/ENCFF845BWS.bam				
ENCFF492FMY	bam	bam		alignments	ENCSR015GFK	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-15	ENCODE				1			74				ENCFF124BGS, ENCFF807MUK	1489701067	ENCODE Processing Pipeline	0326824e5db1a2b284345f809c788084		https://www.encodeproject.org/files/ENCFF492FMY/@@download/ENCFF492FMY.bam	hg19				released	s3://encode-public/2016/11/11/baa44f4b-641e-450e-acad-c87ad888a7f7/ENCFF492FMY.bam				
ENCFF952HHU	bam	bam		alignments	ENCSR909UAG	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-07	ENCODE				1			76				ENCFF143SOY, ENCFF244ISL, ENCFF643CGH, ENCFF804MSF, ENCFF976BRQ	1662261963	ENCODE Processing Pipeline	5a823fff07820fd23e48277d08c68677		https://www.encodeproject.org/files/ENCFF952HHU/@@download/ENCFF952HHU.bam	GRCh38				released	s3://encode-public/2016/11/05/d4c09afb-5ad4-403f-ab20-503dae305ecb/ENCFF952HHU.bam				
ENCFF694MWX	bam	bam		unfiltered alignments	ENCSR909UAG	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-07	ENCODE				1			76				ENCFF143SOY, ENCFF244ISL, ENCFF643CGH, ENCFF804MSF, ENCFF976BRQ	2040972173	ENCODE Processing Pipeline	81ffc24b82d08f397b4535d491f9d95c		https://www.encodeproject.org/files/ENCFF694MWX/@@download/ENCFF694MWX.bam	GRCh38				released	s3://encode-public/2016/11/05/7afb0166-a895-4f3a-b286-0efbaa3f051b/ENCFF694MWX.bam				
ENCFF766IQC	bam	bam		unfiltered alignments	ENCSR909UAG	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-07	ENCODE				1			76				ENCFF143SOY, ENCFF244ISL, ENCFF804MSF, ENCFF807MUK, ENCFF976BRQ	2038266957	ENCODE Processing Pipeline	17d42f237ac94d9731ae8b2248453492		https://www.encodeproject.org/files/ENCFF766IQC/@@download/ENCFF766IQC.bam	hg19				released	s3://encode-public/2016/11/05/41275384-c9cd-4f99-a065-f1cfa6f90a13/ENCFF766IQC.bam				
ENCFF562NOM	bam	bam		alignments	ENCSR909UAG	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-07	ENCODE				1			76				ENCFF143SOY, ENCFF244ISL, ENCFF804MSF, ENCFF807MUK, ENCFF976BRQ	1661213589	ENCODE Processing Pipeline	10c480c8f5437f2e15904820b4b89153		https://www.encodeproject.org/files/ENCFF562NOM/@@download/ENCFF562NOM.bam	hg19				released	s3://encode-public/2016/11/05/b0faf461-781b-48ac-9d45-7175f5019dcf/ENCFF562NOM.bam				
ENCFF541FGA	bam	bam		unfiltered alignments	ENCSR729GQT	ChIP-seq	EFO:0007108	iPS-20b	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF044NZG, ENCFF308RQQ, ENCFF643CGH, ENCFF645NQX, ENCFF950QNY	1383319981	ENCODE Processing Pipeline	9f6c6e08618af65454482aa096ce609d		https://www.encodeproject.org/files/ENCFF541FGA/@@download/ENCFF541FGA.bam	GRCh38				released	s3://encode-public/2016/12/19/6f28352e-b87b-43dc-aa34-1ae1b82c21a1/ENCFF541FGA.bam				
ENCFF797ECK	bam	bam		alignments	ENCSR729GQT	ChIP-seq	EFO:0007108	iPS-20b	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF044NZG, ENCFF308RQQ, ENCFF643CGH, ENCFF645NQX, ENCFF950QNY	1069164526	ENCODE Processing Pipeline	dde0bfada8c80bf19f4a27a25032edd1		https://www.encodeproject.org/files/ENCFF797ECK/@@download/ENCFF797ECK.bam	GRCh38				released	s3://encode-public/2016/12/19/132a2f47-4541-4f24-a24e-da3a758f7061/ENCFF797ECK.bam				
ENCFF795WNW	bam	bam		unfiltered alignments	ENCSR729GQT	ChIP-seq	EFO:0007108	iPS-20b	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF044NZG, ENCFF308RQQ, ENCFF645NQX, ENCFF807MUK, ENCFF950QNY	1380499667	ENCODE Processing Pipeline	9e15dfbf7d2d32d343bf431c2813fde1		https://www.encodeproject.org/files/ENCFF795WNW/@@download/ENCFF795WNW.bam	hg19				released	s3://encode-public/2016/12/19/8a16f184-c09b-4e8d-bd21-901bdc7e6f5d/ENCFF795WNW.bam				
