File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF938QTJ	bam	bam		alignments	ENCSR000ELR	DNase-seq	CL:0000632	hepatic stellate cell	primary cell	Homo sapiens											DNA						2011-04-19	ENCODE				1							ENCFF229FZC, ENCFF562RWH	18050928	ENCODE Processing Pipeline	6b02ab93c089a59df199ce63621f5954		https://www.encodeproject.org/files/ENCFF938QTJ/@@download/ENCFF938QTJ.bam	GRCh38				released	s3://encode-public/2017/10/03/0ca85d6b-2f7c-47bc-ab41-1881d7c1e455/ENCFF938QTJ.bam				
ENCFF655GCE	bam	bam		unfiltered alignments	ENCSR000EMP	DNase-seq	NTR:0000477	GM04504	cell line	Homo sapiens											DNA						2012-03-06	ENCODE				1							ENCFF001CSH, ENCFF001CSI, ENCFF001CSJ, ENCFF001CSK, ENCFF001CSL, ENCFF001CSM, ENCFF001CSN, ENCFF001CSO, ENCFF001CSP, ENCFF496RSW	1776086933	ENCODE Processing Pipeline	7df69fafe7868938c0e3c8268f1f248b		https://www.encodeproject.org/files/ENCFF655GCE/@@download/ENCFF655GCE.bam	GRCh38				released	s3://encode-public/2016/10/25/abe981b2-4406-491c-9a72-fa3c673bee58/ENCFF655GCE.bam				
ENCFF080DCH	bam	bam		unfiltered alignments	ENCSR000EMP	DNase-seq	NTR:0000477	GM04504	cell line	Homo sapiens											DNA						2012-03-06	ENCODE				2							ENCFF001CSR, ENCFF001CSS, ENCFF001CST, ENCFF001CSU, ENCFF001CSV, ENCFF001CSW, ENCFF001CSX, ENCFF001CSY, ENCFF001CSZ, ENCFF496RSW	1932262126	ENCODE Processing Pipeline	bdda1bc271d54139d5ea1aa7fa38c30d		https://www.encodeproject.org/files/ENCFF080DCH/@@download/ENCFF080DCH.bam	GRCh38				released	s3://encode-public/2016/10/25/4a209dd9-6925-4f54-b024-969c8c077720/ENCFF080DCH.bam				
ENCFF107THZ	bam	bam		alignments	ENCSR000EMP	DNase-seq	NTR:0000477	GM04504	cell line	Homo sapiens											DNA						2012-03-06	ENCODE				1							ENCFF655GCE	1434474085	ENCODE Processing Pipeline	020cd8c3e9db3a06870926e907863757		https://www.encodeproject.org/files/ENCFF107THZ/@@download/ENCFF107THZ.bam	GRCh38				released	s3://encode-public/2017/08/24/be87668a-302c-4ebd-a9c0-be98e6f77338/ENCFF107THZ.bam				
ENCFF262GED	bam	bam		alignments	ENCSR000EMP	DNase-seq	NTR:0000477	GM04504	cell line	Homo sapiens											DNA						2012-03-06	ENCODE				2							ENCFF080DCH	1493550892	ENCODE Processing Pipeline	c56a69aebc0988c7f257dcbe1b3a9ced		https://www.encodeproject.org/files/ENCFF262GED/@@download/ENCFF262GED.bam	GRCh38				released	s3://encode-public/2017/08/24/e08a21ff-73c2-4799-b8b9-a1ff3156bd19/ENCFF262GED.bam				
ENCFF524VVA	bam	bam		unfiltered alignments	ENCSR000EIK	DNase-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens											DNA						2012-08-28	ENCODE				1							ENCFF000SGJ, ENCFF496RSW	7099141829	ENCODE Processing Pipeline	99cff04bfa4e0b84b80db32a26442f56		https://www.encodeproject.org/files/ENCFF524VVA/@@download/ENCFF524VVA.bam	GRCh38				released	s3://encode-public/2017/02/16/b88a3906-ab12-4eed-a08f-404244177fa2/ENCFF524VVA.bam				
ENCFF179GMG	bam	bam		unfiltered alignments	ENCSR000EIK	DNase-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens											DNA						2012-08-28	ENCODE				2							ENCFF000SGL, ENCFF496RSW	8093034232	ENCODE Processing Pipeline	9d90761e1c065c9fb415ab5a78fee290		https://www.encodeproject.org/files/ENCFF179GMG/@@download/ENCFF179GMG.bam	GRCh38				released	s3://encode-public/2017/02/16/a2db9eeb-bfc9-4523-9123-353408795633/ENCFF179GMG.bam				
ENCFF231BDP	bam	bam		alignments	ENCSR000EIK	DNase-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens											DNA						2012-08-28	ENCODE				1							ENCFF524VVA	5115653728	ENCODE Processing Pipeline	249e81997d8a166fd8f82c1bfa253bc5		https://www.encodeproject.org/files/ENCFF231BDP/@@download/ENCFF231BDP.bam	GRCh38				released	s3://encode-public/2017/09/25/1e057f29-871f-441a-9beb-d81fae86974f/ENCFF231BDP.bam				
ENCFF991JUW	bam	bam		alignments	ENCSR000EIK	DNase-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens											DNA						2012-08-28	ENCODE				2							ENCFF179GMG	5825761910	ENCODE Processing Pipeline	8a9907179452793eba51e978b3d1736a		https://www.encodeproject.org/files/ENCFF991JUW/@@download/ENCFF991JUW.bam	GRCh38				released	s3://encode-public/2017/09/25/87ae9e3d-5440-430c-b744-ff1bd207e4e5/ENCFF991JUW.bam				
ENCFF419HMS	bam	bam		unfiltered alignments	ENCSR000EPV	DNase-seq	EFO:0005712	RPMI7951	cell line	Homo sapiens											DNA						2012-06-12	ENCODE				1							ENCFF018GIE, ENCFF326ROR, ENCFF496RSW	1934717407	ENCODE Processing Pipeline	102fb671c83dc850efc97a8121677c9d		https://www.encodeproject.org/files/ENCFF419HMS/@@download/ENCFF419HMS.bam	GRCh38				released	s3://encode-public/2017/09/25/22d3cd9a-6f79-40e2-a328-dfe8d7c21c19/ENCFF419HMS.bam				
ENCFF934UEM	bam	bam		unfiltered alignments	ENCSR000EPV	DNase-seq	EFO:0005712	RPMI7951	cell line	Homo sapiens											DNA						2012-06-12	ENCODE				1							ENCFF349KLZ, ENCFF424YBU, ENCFF496RSW	16932089282	ENCODE Processing Pipeline	d1b437f8c7bc8ff3b68f0eaa024c8cdc		https://www.encodeproject.org/files/ENCFF934UEM/@@download/ENCFF934UEM.bam	GRCh38				released	s3://encode-public/2017/09/25/fb335523-c0d4-4dc6-a118-91e889db4e70/ENCFF934UEM.bam				
ENCFF153UPL	bam	bam		alignments	ENCSR000EPV	DNase-seq	EFO:0005712	RPMI7951	cell line	Homo sapiens											DNA						2012-06-12	ENCODE				2							ENCFF696MYM	1933993117	ENCODE Processing Pipeline	24448eeb9202bc0a5bfb3064f879919d		https://www.encodeproject.org/files/ENCFF153UPL/@@download/ENCFF153UPL.bam	GRCh38				released	s3://encode-public/2017/09/25/6e59fc3b-a862-45eb-bbdf-7dd74cc3211b/ENCFF153UPL.bam				
ENCFF696MYM	bam	bam		unfiltered alignments	ENCSR000EPV	DNase-seq	EFO:0005712	RPMI7951	cell line	Homo sapiens											DNA						2012-06-12	ENCODE				2							ENCFF020VTR, ENCFF224BTQ, ENCFF496RSW, ENCFF677GNV	2355662446	ENCODE Processing Pipeline	620896a2bf99808542497c3232ea5ef4		https://www.encodeproject.org/files/ENCFF696MYM/@@download/ENCFF696MYM.bam	GRCh38				released	s3://encode-public/2017/09/25/31b07d05-7835-49f9-a61f-d8b4cee05909/ENCFF696MYM.bam				
ENCFF093TXU	bam	bam		alignments	ENCSR000EPV	DNase-seq	EFO:0005712	RPMI7951	cell line	Homo sapiens											DNA						2012-06-12	ENCODE				1							ENCFF419HMS, ENCFF934UEM	16379163810	ENCODE Processing Pipeline	a44a6786afe6bb90396056795603cd1a		https://www.encodeproject.org/files/ENCFF093TXU/@@download/ENCFF093TXU.bam	GRCh38				released	s3://encode-public/2017/09/25/658cbfe9-b7b9-415d-8bc6-fc03f7cd417a/ENCFF093TXU.bam				
ENCFF988PDE	bam	bam		unfiltered alignments	ENCSR000EIR	DNase-seq	NTR:0000475	GM03348	cell line	Homo sapiens				transduction	insertion	/targets/MYOD1-human/					DNA						2012-08-28	ENCODE				1							ENCFF000SIC, ENCFF496RSW	6784748984	ENCODE Processing Pipeline	b436db0a4c289a5604656e9471c894b6		https://www.encodeproject.org/files/ENCFF988PDE/@@download/ENCFF988PDE.bam	GRCh38				released	s3://encode-public/2016/10/25/7411b671-3b03-4f5a-9c6b-a4cc296cc9cf/ENCFF988PDE.bam				
ENCFF019MYT	bam	bam		unfiltered alignments	ENCSR000EIR	DNase-seq	NTR:0000475	GM03348	cell line	Homo sapiens				transduction	insertion	/targets/MYOD1-human/					DNA						2012-08-28	ENCODE				1							ENCFF000SID, ENCFF496RSW	6844428196	ENCODE Processing Pipeline	8eff26f5f9445ce540c0355d5d6e1edc		https://www.encodeproject.org/files/ENCFF019MYT/@@download/ENCFF019MYT.bam	GRCh38				released	s3://encode-public/2016/10/25/71d84fa2-99ef-4912-92c6-77f012bf9179/ENCFF019MYT.bam				
ENCFF121LRA	bam	bam		unfiltered alignments	ENCSR000EQH	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA						2012-07-23	ENCODE				1							ENCFF001EKP, ENCFF496RSW	1700129437	ENCODE Processing Pipeline	334b45b4ce61546c75e0cb77eafd0b8c		https://www.encodeproject.org/files/ENCFF121LRA/@@download/ENCFF121LRA.bam	GRCh38				released	s3://encode-public/2016/10/23/af9fd804-f4a6-4627-899f-d872171abad9/ENCFF121LRA.bam				
ENCFF291KFT	bam	bam		alignments	ENCSR000EQH	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA						2012-07-23	ENCODE				1							ENCFF121LRA	1352966353	ENCODE Processing Pipeline	eb14bc83d4114843c3f7a0039c403b4b		https://www.encodeproject.org/files/ENCFF291KFT/@@download/ENCFF291KFT.bam	GRCh38				released	s3://encode-public/2017/08/23/89b3b52d-0895-401f-8e47-e3cb1cad9eed/ENCFF291KFT.bam				
ENCFF535DMS	bam	bam		unfiltered alignments	ENCSR000EKE	DNase-seq	EFO:0005704	HuH-7.5	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1							ENCFF000SSV, ENCFF496RSW	1405724396	ENCODE Processing Pipeline	2c2f6478902cec4d019132c2caaf3661		https://www.encodeproject.org/files/ENCFF535DMS/@@download/ENCFF535DMS.bam	GRCh38				released	s3://encode-public/2016/10/25/f2f2ea3f-810a-483a-b220-eb6b636153a4/ENCFF535DMS.bam				
ENCFF296CSI	bam	bam		unfiltered alignments	ENCSR000EKE	DNase-seq	EFO:0005704	HuH-7.5	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1							ENCFF000SSY, ENCFF496RSW	2448235728	ENCODE Processing Pipeline	b7747ea423a3cc98ebf0bed36e318cfe		https://www.encodeproject.org/files/ENCFF296CSI/@@download/ENCFF296CSI.bam	GRCh38				released	s3://encode-public/2016/10/25/8a1229f0-e75d-4b7f-bc3d-320caccbfb1e/ENCFF296CSI.bam				
ENCFF364VBJ	bam	bam		alignments	ENCSR000EKE	DNase-seq	EFO:0005704	HuH-7.5	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1							ENCFF296CSI, ENCFF535DMS	20630782	ENCODE Processing Pipeline	51367150ac69bf26c7fab969da6566ef		https://www.encodeproject.org/files/ENCFF364VBJ/@@download/ENCFF364VBJ.bam	GRCh38				released	s3://encode-public/2017/10/03/ddb07cc1-0e08-4700-85dd-2786119b7ce4/ENCFF364VBJ.bam				
ENCFF314IVR	bam	bam		unfiltered alignments	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	cell line	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF368STO, ENCFF496RSW, ENCFF903ZJS	1605573860	ENCODE Processing Pipeline	2de0d36e21dfc00a52a754b2d86b628c		https://www.encodeproject.org/files/ENCFF314IVR/@@download/ENCFF314IVR.bam	GRCh38				released	s3://encode-public/2016/10/13/e18ffe12-3967-46f3-bd2c-e6a87cb5e0b3/ENCFF314IVR.bam				
ENCFF835YFW	bam	bam		unfiltered alignments	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	cell line	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF108DTI, ENCFF219GST, ENCFF492MNF, ENCFF496RSW, ENCFF679ICC, ENCFF958TVD, ENCFF991JKH	15865325011	ENCODE Processing Pipeline	ae68e15abc714d23cf598a5711d53ea6		https://www.encodeproject.org/files/ENCFF835YFW/@@download/ENCFF835YFW.bam	GRCh38				released	s3://encode-public/2017/08/24/2ff66524-00cc-43be-93ae-e90b36d18765/ENCFF835YFW.bam				
ENCFF022NRF	bam	bam		unfiltered alignments	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	cell line	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF289DMV, ENCFF359NYK, ENCFF468QWY, ENCFF496RSW, ENCFF581DBL, ENCFF684QCH, ENCFF711MPH, ENCFF902JOP, ENCFF958SYY	15249714009	ENCODE Processing Pipeline	d9c0ec54897ef2ca655092e4d0c6e99a		https://www.encodeproject.org/files/ENCFF022NRF/@@download/ENCFF022NRF.bam	GRCh38				released	s3://encode-public/2017/08/24/31dd1aad-12a9-4a9f-a8d3-1bedb2d745a9/ENCFF022NRF.bam				
ENCFF624EVW	bam	bam		alignments	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	cell line	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF835YFW	12043396438	ENCODE Processing Pipeline	b864622e424725c8995d1ab21a13dcbf		https://www.encodeproject.org/files/ENCFF624EVW/@@download/ENCFF624EVW.bam	GRCh38				released	s3://encode-public/2017/08/24/80aea974-04de-4528-a50c-56234a97c3fc/ENCFF624EVW.bam				
ENCFF303ZAZ	bam	bam		alignments	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	cell line	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF022NRF, ENCFF314IVR	13841881764	ENCODE Processing Pipeline	9df010f5cea07ac63ff56412d7885526		https://www.encodeproject.org/files/ENCFF303ZAZ/@@download/ENCFF303ZAZ.bam	GRCh38				released	s3://encode-public/2017/08/24/1652381f-de6d-4cad-b642-0191f3588315/ENCFF303ZAZ.bam				
ENCFF053AZF	bam	bam		alignments	ENCSR000EKI	DNase-seq	EFO:0009501	CWRU1	cell line	Homo sapiens											DNA						2012-03-28	ENCODE				1							ENCFF172KUR, ENCFF582XFK	6629798101	ENCODE Processing Pipeline	00f5ea158bf3ac6935b334e9b6156265		https://www.encodeproject.org/files/ENCFF053AZF/@@download/ENCFF053AZF.bam	GRCh38				released	s3://encode-public/2017/10/03/e456d3aa-fb88-4c76-aa8d-fa426a1e2151/ENCFF053AZF.bam				
ENCFF582XFK	bam	bam		unfiltered alignments	ENCSR000EKI	DNase-seq	EFO:0009501	CWRU1	cell line	Homo sapiens											DNA						2012-03-28	ENCODE				1							ENCFF000SUA, ENCFF496RSW	1516071931	ENCODE Processing Pipeline	14aabb55dc6bfbcfccabc4bc3817d8db		https://www.encodeproject.org/files/ENCFF582XFK/@@download/ENCFF582XFK.bam	GRCh38				released	s3://encode-public/2017/10/03/66ed23f1-c0f3-41a6-8318-32e125fe2beb/ENCFF582XFK.bam				
ENCFF172KUR	bam	bam		unfiltered alignments	ENCSR000EKI	DNase-seq	EFO:0009501	CWRU1	cell line	Homo sapiens											DNA						2012-03-28	ENCODE				1							ENCFF000SUH, ENCFF496RSW	8390032622	ENCODE Processing Pipeline	7b14f0ede0249c3e689e32f8b2538851		https://www.encodeproject.org/files/ENCFF172KUR/@@download/ENCFF172KUR.bam	GRCh38				released	s3://encode-public/2017/10/03/b06c52ae-3bc4-4cf1-aff7-97aa8535b568/ENCFF172KUR.bam				
ENCFF636TFZ	bam	bam		unfiltered alignments	ENCSR098PTC	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF070HHC, ENCFF219ASX, ENCFF496RSW	1574728614	ENCODE Processing Pipeline	3711505b78f79f096f03948c288ae8a3		https://www.encodeproject.org/files/ENCFF636TFZ/@@download/ENCFF636TFZ.bam	GRCh38				released	s3://encode-public/2016/10/30/417aea0e-7d9b-4d6a-8356-d4c624415cec/ENCFF636TFZ.bam				
ENCFF451ZDK	bam	bam		unfiltered alignments	ENCSR098PTC	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF147AAT, ENCFF210ZAC, ENCFF263ZPB, ENCFF305YOC, ENCFF451VZX, ENCFF496RSW, ENCFF514PZY, ENCFF884DWZ, ENCFF929XWP	15182301218	ENCODE Processing Pipeline	4e22bb082ac33ca8380d5372dc1b2e7e		https://www.encodeproject.org/files/ENCFF451ZDK/@@download/ENCFF451ZDK.bam	GRCh38				released	s3://encode-public/2017/08/24/31c13e29-96a3-4632-8e0b-8dd9a433b0d4/ENCFF451ZDK.bam				
ENCFF850CTP	bam	bam		unfiltered alignments	ENCSR098PTC	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF108UDC, ENCFF192BKD, ENCFF402OWR, ENCFF484RZR, ENCFF496RSW, ENCFF934BJS, ENCFF986JCK	11117684412	ENCODE Processing Pipeline	f3d4beabcc07b751414f12a2114a54d7		https://www.encodeproject.org/files/ENCFF850CTP/@@download/ENCFF850CTP.bam	GRCh38				released	s3://encode-public/2017/08/24/88542062-854a-4128-8655-70030d24b372/ENCFF850CTP.bam				
ENCFF414SNM	bam	bam		alignments	ENCSR098PTC	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF850CTP	9132954250	ENCODE Processing Pipeline	61ada4bedfac0940cb5364bf005b9e3a		https://www.encodeproject.org/files/ENCFF414SNM/@@download/ENCFF414SNM.bam	GRCh38				released	s3://encode-public/2017/08/24/c98bae7d-a2de-4a7c-a868-d9c02e41418d/ENCFF414SNM.bam				
ENCFF977TEJ	bam	bam		alignments	ENCSR098PTC	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF451ZDK, ENCFF636TFZ	11709479015	ENCODE Processing Pipeline	938f3e6cfe6c5a0813b6940aaa0a46e8		https://www.encodeproject.org/files/ENCFF977TEJ/@@download/ENCFF977TEJ.bam	GRCh38				released	s3://encode-public/2017/08/24/27663764-23dc-45cd-b6eb-34308138968c/ENCFF977TEJ.bam				
ENCFF009ENF	bam	bam		unfiltered alignments	ENCSR937UWI	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, kit ligand, interleukin-3, erythropoietin		15 day								DNA						2015-11-05	ENCODE				2							ENCFF451XGP, ENCFF496RSW	607946901	ENCODE Processing Pipeline	8373b7c2c9df927dd43427d7618ec62e		https://www.encodeproject.org/files/ENCFF009ENF/@@download/ENCFF009ENF.bam	GRCh38				released	s3://encode-public/2016/10/17/d9b4f865-304a-4fd9-819f-698f10d5be9b/ENCFF009ENF.bam				
ENCFF310GDR	bam	bam		unfiltered alignments	ENCSR937UWI	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, kit ligand, interleukin-3, erythropoietin		15 day								DNA						2015-11-05	ENCODE				1							ENCFF453UOI, ENCFF496RSW, ENCFF653MMA, ENCFF767RQX, ENCFF810WZJ, ENCFF952NNE, ENCFF995MSL	22432683663	ENCODE Processing Pipeline	5d529e32c8ae6f612162942666f842e6		https://www.encodeproject.org/files/ENCFF310GDR/@@download/ENCFF310GDR.bam	GRCh38				released	s3://encode-public/2017/08/24/f72e2f8f-40e7-4f30-8fd7-f0b2c912c276/ENCFF310GDR.bam				
ENCFF976OJV	bam	bam		unfiltered alignments	ENCSR937UWI	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, kit ligand, interleukin-3, erythropoietin		15 day								DNA						2015-11-05	ENCODE				2							ENCFF037HTQ, ENCFF348EPI, ENCFF496RSW, ENCFF634VAU, ENCFF830JOM	8962334014	ENCODE Processing Pipeline	e61eee7dc0fd1a0ccf9209fe2595cf73		https://www.encodeproject.org/files/ENCFF976OJV/@@download/ENCFF976OJV.bam	GRCh38				released	s3://encode-public/2017/08/24/f98d0617-63b0-448d-9606-15128ac875fd/ENCFF976OJV.bam				
ENCFF314TXQ	bam	bam		alignments	ENCSR937UWI	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, kit ligand, interleukin-3, erythropoietin		15 day								DNA						2015-11-05	ENCODE				1							ENCFF310GDR	18176466364	ENCODE Processing Pipeline	44aa239e69180fd6ad2c6d11cbb2d77a		https://www.encodeproject.org/files/ENCFF314TXQ/@@download/ENCFF314TXQ.bam	GRCh38				released	s3://encode-public/2017/08/24/4fc2bc84-b60b-48d3-bdea-982be01ddeac/ENCFF314TXQ.bam				
