TargetGene	gene_chr	gene_tss	gene_tss500bp	is_ubiquitous_uniform	P2PromoterClass
Cavin2	chr1	51288876	51289376	False	True
Nabp1	chr1	51478149	51478649	False	False
Myo1b	chr1	51907066	51907566	False	False
Stat4	chr1	51986898	51987398	False	False
Stat1	chr1	52119240	52119740	False	True
Gls	chr1	52232973	52233473	False	False
Nab1	chr1	52500429	52500929	False	True
Nemp2	chr1	52630453	52630953	False	True
Mfsd6	chr1	52727212	52727712	False	False
Inpp1	chr1	52817438	52817938	False	False
Hibch	chr1	52844763	52845263	True	False
1700019D03Rik	chr1	53019929	53020429	False	True
Mstn	chr1	53061390	53061890	False	False
1700019A02Rik	chr1	53187386	53187886	False	False
Pms1	chr1	53296768	53297268	True	False
Ormdl1	chr1	53296845	53297345	True	True
Gm28778	chr1	53296861	53297361	False	False
Osgepl1	chr1	53313374	53313874	False	True
Gm50478	chr1	53352369	53352869	False	False
Gm28551	chr1	53352417	53352917	False	False
Asnsd1	chr1	53352502	53353002	True	True
Dnah7a	chr1	53706511	53707011	False	True
Stk17b	chr1	53784974	53785474	False	False
Hecw2	chr1	54193798	54194298	False	False
Ccdc150	chr1	54250433	54250933	False	True
Gtf3c3	chr1	54438721	54439221	False	True
Gm34066	chr1	54456513	54457013	False	False
Pgap1	chr1	54557432	54557932	False	False
Ankrd44	chr1	54926137	54926637	False	False
Sf3b1	chr1	55027231	55027731	True	True
Coq10b	chr1	55052520	55053020	False	True
Hspd1	chr1	55087774	55088274	False	True
Hspe1	chr1	55087882	55088382	False	False
Mob4	chr1	55130981	55131481	False	False
Rftn2	chr1	55226532	55227032	False	False
Mars2	chr1	55236927	55237427	True	True
Boll	chr1	55360491	55360991	False	False
Plcl1	chr1	55405671	55406171	False	False
Hsfy2	chr1	56637185	56637685	False	False
Satb2	chr1	56972252	56972752	False	True
1700066M21Rik	chr1	57377370	57377870	True	True
Maip1	chr1	57406078	57406578	False	False
Tyw5	chr1	57406851	57407351	False	True
Spats2l	chr1	57774611	57775111	True	False
Sgo2a	chr1	57995721	57996221	False	False
Kctd18	chr1	58018706	58019206	False	False
Aox1	chr1	58029681	58030181	False	False
Aox3	chr1	58112886	58113386	False	False
Aox4	chr1	58210147	58210647	False	False
Aox2	chr1	58278076	58278576	False	False
Bzw1	chr1	58392648	58393148	False	True
Clk1	chr1	58423816	58424316	False	True
Nif3l1	chr1	58445017	58445517	True	True
Ppil3	chr1	58445236	58445736	False	True
Orc2	chr1	58504859	58505359	True	False
Fam126b	chr1	58586073	58586573	False	True
Ndufb3	chr1	58586134	58586634	True	True
Flacc1	chr1	58695739	58696239	False	False
Cflar	chr1	58711266	58711766	False	True
Casp8	chr1	58795124	58795624	False	True
Trak2	chr1	58921447	58921947	False	True
Stradb	chr1	58973272	58973772	False	True
C2cd6	chr1	59094643	59095143	False	False
Tmem237	chr1	59119844	59120344	False	True
Mpp4	chr1	59163139	59163639	False	False
Als2	chr1	59236976	59237476	False	True
Cdk15	chr1	59256656	59257156	False	False
Fzd7	chr1	59482174	59482674	False	False
Gm973	chr1	59516014	59516514	False	False
Sumo1	chr1	59670542	59671042	True	True
Nop58	chr1	59684759	59685259	False	True
Bmpr2	chr1	59763150	59763650	True	False
Fam117b	chr1	59912756	59913256	False	False
Ica1l	chr1	60042872	60043372	False	False
Wdr12	chr1	60097658	60098158	True	True
Carf	chr1	60097997	60098497	False	True
Nbeal1	chr1	60180349	60180849	False	True
Cyp20a1	chr1	60343073	60343573	False	False
Abi2	chr1	60409484	60409984	True	True
Raph1	chr1	60566529	60567029	False	False
Cd28	chr1	60716550	60717050	False	False
Ctla4	chr1	60886750	60887250	False	False
Icos	chr1	60977677	60978177	False	False
Pard3b	chr1	61638574	61639074	False	False
Nrp2	chr1	62703035	62703535	False	False
Ino80d	chr1	63091679	63092179	False	True
Ndufs1	chr1	63176413	63176913	True	True
Eef1b2	chr1	63176575	63177075	True	True
Gpr1	chr1	63214293	63214793	False	False
Zdbf2	chr1	63273015	63273515	False	False
Adam23	chr1	63445645	63446145	False	False
Gm39653	chr1	63615718	63616218	False	False
Dytn	chr1	63686677	63687177	False	False
Mdh1b	chr1	63730068	63730568	False	True
Fastkd2	chr1	63730364	63730864	True	True
4933402D24Rik	chr1	63769017	63769517	False	False
Klf7	chr1	64121241	64121741	False	False
Creb1	chr1	64532569	64533069	False	False
Mettl21a	chr1	64615381	64615881	False	True
Ccnyl1	chr1	64690205	64690705	False	False
Fzd5	chr1	64737501	64738001	False	False
Plekhm3	chr1	64956574	64957074	False	True
Akr1cl	chr1	65032509	65033009	False	False
Cryge	chr1	65050899	65051399	False	False
Crygd	chr1	65063202	65063702	False	False
Crygc	chr1	65073439	65073939	False	False
Crygb	chr1	65082038	65082538	False	False
Cryga	chr1	65103123	65103623	False	False
Gm28845	chr1	65119308	65119808	False	False
D630023F18Rik	chr1	65122964	65123464	False	False
Idh1	chr1	65178931	65179431	False	False
Pikfyve	chr1	65186452	65186952	False	False
Pth2r	chr1	65311007	65311507	False	False
Crygf	chr1	65926270	65926770	False	False
Map2	chr1	66175066	66175566	False	False
Unc80	chr1	66468117	66468617	False	False
Rpe	chr1	66700581	66701081	False	True
Kansl1l	chr1	66817296	66817796	False	False
Acadl	chr1	66863027	66863527	False	False
Myl1	chr1	66944893	66945393	False	False
Lancl1	chr1	67038622	67039122	False	False
Cps1	chr1	67122776	67123276	False	False
Erbb4	chr1	69107809	69108309	False	False
Ikzf2	chr1	69686995	69687495	False	False
Spag16	chr1	69826738	69827238	False	False
Vwc2l	chr1	70725673	70726173	False	False
Bard1	chr1	71102896	71103396	False	False
Abca12	chr1	71414660	71415160	False	False
Atic	chr1	71556900	71557400	True	False
Fn1	chr1	71652950	71653450	False	False
Mreg	chr1	72212057	72212557	False	False
Pecr	chr1	72284064	72284564	False	False
Tmem169	chr1	72284119	72284619	False	False
Xrcc5	chr1	72307177	72307677	True	True
Marchf4	chr1	72536680	72537180	False	False
Smarcal1	chr1	72583001	72583501	True	True
Ankar	chr1	72700329	72700829	False	False
Rpl37a	chr1	72711040	72711540	True	True
Igfbp2	chr1	72824253	72824753	False	False
Igfbp5	chr1	72874634	72875134	False	False
Tnp1	chr1	73015659	73016159	False	False
Tns1	chr1	74096618	74097118	False	False
Rufy4	chr1	74125291	74125791	False	False
Cxcr2	chr1	74153741	74154241	False	False
Cxcr1	chr1	74194381	74194881	False	False
Arpc2	chr1	74235834	74236334	True	True
Gpbar1	chr1	74278300	74278800	False	True
Aamp	chr1	74284488	74284988	False	True
Pnkd	chr1	74284795	74285295	False	True
Tmbim1	chr1	74304155	74304655	False	False
Catip	chr1	74361858	74362358	False	False
Slc11a1	chr1	74374945	74375445	False	False
Ctdsp1	chr1	74391259	74391759	True	True
Vil1	chr1	74409126	74409626	False	False
Cnot9	chr1	74505808	74506308	False	True
Plcd4	chr1	74542638	74543138	False	False
Usp37	chr1	74544034	74544534	True	True
Zfp142	chr1	74587778	74588278	True	True
Bcs1l	chr1	74588050	74588550	True	True
Rnf25	chr1	74601147	74601647	True	True
Stk36	chr1	74601195	74601695	False	True
Ttll4	chr1	74661567	74662067	False	True
Cyp27a1	chr1	74713324	74713824	False	False
Prkag3	chr1	74748705	74749205	False	False
Wnt6	chr1	74771642	74772142	False	False
Wnt10a	chr1	74791266	74791766	False	False
Cdk5r2	chr1	74854684	74855184	False	False
Fev	chr1	74885169	74885669	False	False
Cryba2	chr1	74892893	74893393	False	False
Cfap65	chr1	74935349	74935849	False	False
Ihh	chr1	74951422	74951922	False	False
Nhej1	chr1	75046389	75046889	True	False
Slc23a3	chr1	75133640	75134140	False	False
Cnppd1	chr1	75142388	75142888	True	True
Retreg2	chr1	75142528	75143028	True	True
Zfand2b	chr1	75168396	75168896	True	True
Abcb6	chr1	75180142	75180642	False	False
Ankzf1	chr1	75191910	75192410	True	False
Atg9a	chr1	75191946	75192446	True	False
Glb1l	chr1	75210528	75211028	False	True
Stk16	chr1	75210588	75211088	True	True
Tuba4a	chr1	75218638	75219138	False	False
A630095N17Rik	chr1	75231840	75232340	False	False
Dnajb2	chr1	75236156	75236656	False	False
Ptprn	chr1	75263963	75264463	False	False
Resp18	chr1	75278165	75278665	False	False
Dnpep	chr1	75317409	75317909	True	True
Des	chr1	75360079	75360579	False	False
Speg	chr1	75385360	75385860	False	False
Gmppa	chr1	75435680	75436180	True	True
Asic4	chr1	75450186	75450686	False	False
Chpf	chr1	75479057	75479557	False	True
Tmem198	chr1	75479282	75479782	False	True
Obsl1	chr1	75506111	75506611	False	False
Inha	chr1	75506827	75507327	False	False
Stk11ip	chr1	75521279	75521779	False	True
Slc4a3	chr1	75546016	75546516	False	False
Epha4	chr1	77514829	77515329	False	False
Pax3	chr1	78196884	78197384	False	False
Sgpp2	chr1	78310095	78310595	False	False
Farsb	chr1	78488609	78489109	True	True
Mogat1	chr1	78510919	78511419	False	False
BC035947	chr1	78511908	78512408	False	False
Acsl3	chr1	78657575	78658075	True	False
Utp14b	chr1	78657788	78658288	False	False
Kcne4	chr1	78816508	78817008	False	False
Scg2	chr1	79439870	79440370	False	False
Ap1s3	chr1	79671722	79672222	False	False
Wdfy1	chr1	79761519	79762019	True	True
Mrpl44	chr1	79775768	79776268	True	True
Serpine2	chr1	79858446	79858946	False	True
Fam124b	chr1	80218223	80218723	False	True
Cul3	chr1	80277191	80277691	False	False
Gm45261	chr1	80461198	80461698	False	False
Dock10	chr1	80665025	80665525	False	False
Nyap2	chr1	81077333	81077833	False	False
Gm9747	chr1	82232862	82233362	False	False
Irs1	chr1	82291166	82291666	False	False
Rhbdd1	chr1	82316202	82316702	True	False
Col4a4	chr1	82586599	82587099	False	False
Col4a3	chr1	82586726	82587226	False	False
Mff	chr1	82724640	82725140	True	True
Tm4sf20	chr1	82768211	82768711	False	False
Gm47791	chr1	82770993	82771493	False	False
Agfg1	chr1	82839233	82839733	False	True
A030005L19Rik	chr1	82913075	82913575	False	False
A030014E15Rik	chr1	82924667	82925167	False	False
Gm6217	chr1	82931149	82931649	False	False
A030003K21Rik	chr1	82943138	82943638	False	False
Gm7544	chr1	82955763	82956263	False	False
Gm47955	chr1	82960036	82960536	False	False
Gm47959	chr1	83000298	83000798	False	False
Slc19a3	chr1	83038198	83038698	False	False
Krtap28-10	chr1	83042230	83042730	False	False
Gm47969	chr1	83044682	83045182	False	False
A030005K14Rik	chr1	83059128	83059628	False	False
Krtap28-13	chr1	83060680	83061180	False	False
Ccl20	chr1	83116543	83117043	False	False
Daw1	chr1	83159512	83160012	False	False
Sphkap	chr1	83407950	83408450	False	False
Pid1	chr1	84335923	84336423	False	False
Dner	chr1	84695971	84696471	False	False
Fbxo36	chr1	84839591	84840091	False	True
Trip12	chr1	84840266	84840766	True	True
Slc16a14	chr1	84934884	84935384	False	False
AC167036.1	chr1	84958732	84959232	False	False
AC167036.2	chr1	85028594	85029094	False	False
A530032D15Rik	chr1	85109199	85109699	False	False
Gm7609	chr1	85199458	85199958	False	False
C130026I21Rik	chr1	85246147	85246647	False	False
AC147806.1	chr1	85484892	85485392	False	False
AC147806.2	chr1	85549437	85549937	False	False
G530012D18Rik	chr1	85575426	85575926	False	False
Sp110	chr1	85598529	85599029	False	False
Sp140	chr1	85600453	85600953	False	False
Sp100	chr1	85703192	85703692	False	False
A630001G21Rik	chr1	85778393	85778893	False	False
Cab39	chr1	85793191	85793691	True	False
Itm2c	chr1	85894369	85894869	False	False
4933407L21Rik	chr1	85928477	85928977	False	False
Gpr55	chr1	85960757	85961257	False	False
Spata3	chr1	86017818	86018318	False	False
2810459M11Rik	chr1	86045613	86046113	False	False
Psmd1	chr1	86064369	86064869	True	True
Htr2b	chr1	86111720	86112220	False	False
Gm21972	chr1	86133387	86133887	False	False
Armc9	chr1	86154549	86155049	False	True
B3gnt7	chr1	86302984	86303484	False	False
Ncl	chr1	86359150	86359650	False	True
Nmur1	chr1	86425978	86426478	False	True
Tex44	chr1	86426079	86426579	False	False
Ptma	chr1	86526487	86526987	False	False
Pde6d	chr1	86582267	86582767	True	True
Cops7b	chr1	86582688	86583188	True	True
Nppc	chr1	86670321	86670821	False	False
Dis3l2	chr1	86703569	86704069	False	True
Alppl2	chr1	87089678	87090178	False	False
Alpi	chr1	87101356	87101856	False	False
Akp3	chr1	87124758	87125258	False	False
Ecel1	chr1	87156271	87156771	False	False
Prss56	chr1	87183063	87183563	False	False
Chrnd	chr1	87190387	87190887	False	False
Chrng	chr1	87205561	87206061	False	False
Eif4e2	chr1	87213664	87214164	False	True
Efhd1	chr1	87264113	87264613	False	False
Kcnj13	chr1	87394479	87394979	False	False
Gigyf2	chr1	87404714	87405214	False	True
Snorc	chr1	87470021	87470521	False	True
Neu2	chr1	87509639	87510139	False	False
Ngef	chr1	87573620	87574120	False	False
Inpp5d	chr1	87620062	87620562	False	False
Atg16l1	chr1	87755763	87756263	True	True
Sag	chr1	87803430	87803930	False	False
Dgkd	chr1	87853037	87853537	False	False
Usp40	chr1	88008301	88008801	False	True
Ugt1a10	chr1	88055161	88055661	False	False
Ugt1a9	chr1	88070550	88071050	False	False
Ugt1a8	chr1	88087563	88088063	False	False
Ugt1a7c	chr1	88094814	88095314	False	False
Ugt1a6b	chr1	88103002	88103502	False	False
Ugt1a6a	chr1	88134559	88135059	False	False
Ugt1a5	chr1	88165762	88166262	False	False
Ugt1a2	chr1	88200351	88200851	False	False
Dnajb3	chr1	88205532	88206032	False	False
Ugt1a1	chr1	88211709	88212209	False	False
Mroh2a	chr1	88226781	88227281	False	False
Hjurp	chr1	88277383	88277883	False	False
Trpm8	chr1	88303033	88303533	False	False
Spp2	chr1	88406711	88407211	False	False
Glrp1	chr1	88509816	88510316	False	False
Arl4c	chr1	88701626	88702126	False	False
Sh3bp4	chr1	89070165	89070665	False	False
Agap1	chr1	89454556	89455056	False	False
Gbx2	chr1	89930929	89931429	False	False
Asb18	chr1	90014327	90014827	False	False
Iqca	chr1	90153151	90153651	False	False
Ackr3	chr1	90203730	90204230	False	False
Cops8	chr1	90602731	90603231	True	False
Col6a3	chr1	90843702	90844202	False	False
Mlph	chr1	90914835	90915335	False	False
Prlh	chr1	90952858	90953358	False	False
Rab17	chr1	90969411	90969911	False	False
Lrrfip1	chr1	90998529	90999029	False	False
Rbm44	chr1	91144853	91145353	False	False
Ramp1	chr1	91179796	91180296	False	False
Ube2f	chr1	91250087	91250587	False	False
Scly	chr1	91298088	91298588	True	True
Espnl	chr1	91321883	91322383	False	False
Klhl30	chr1	91350766	91351266	False	False
Erfe	chr1	91366180	91366680	False	False
Ilkap	chr1	91398450	91398950	False	False
Hes6	chr1	91412972	91413472	False	False
Per2	chr1	91459074	91459574	False	False
Traf3ip1	chr1	91494397	91494897	False	False
Asb1	chr1	91540464	91540964	True	True
Twist2	chr1	91801211	91801711	False	False
Hdac4	chr1	92180091	92180591	False	False
Ndufa10	chr1	92473610	92474110	True	True
Olfr1416	chr1	92484863	92485363	False	False
Olfr1415	chr1	92495851	92496351	False	False
Olfr1414	chr1	92518411	92518911	False	False
Olfr1413	chr1	92571072	92571572	False	False
Olfr1412	chr1	92585529	92586029	False	False
Olfr1411	chr1	92594161	92594661	False	False
Olfr1410	chr1	92605532	92606032	False	False
Olfr12	chr1	92617538	92618038	False	False
Cops9	chr1	92641735	92642235	False	False
Otos	chr1	92648591	92649091	False	False
Gpc1	chr1	92831395	92831895	False	False
Ankmy1	chr1	92902656	92903156	False	True
Dusp28	chr1	92906731	92907231	False	True
Rnpepl1	chr1	92916541	92917041	False	False
Capn10	chr1	92934126	92934626	False	True
Gpr35	chr1	92972872	92973372	False	False
Aqp12	chr1	93006084	93006584	False	False
Kif1a	chr1	93101572	93102072	False	False
Agxt	chr1	93134990	93135490	False	False
Mab21l4	chr1	93160698	93161198	False	False
Crocc2	chr1	93168475	93168975	False	False
Sned1	chr1	93235591	93236091	False	False
Mterf4	chr1	93305613	93306113	False	True
Pask	chr1	93342539	93343039	False	False
Ppp1r7	chr1	93342604	93343104	False	False
Ano7	chr1	93401611	93402111	False	False
Hdlbp	chr1	93478551	93479051	True	True
Farp2	chr1	93511829	93512329	False	False
Stk25	chr1	93658409	93658909	True	True
Bok	chr1	93685410	93685910	False	False
Thap4	chr1	93754530	93755030	True	True
Atg4b	chr1	93754655	93755155	True	True
Dtymk	chr1	93801684	93802184	True	True
Ing5	chr1	93803715	93804215	False	True
D2hgdh	chr1	93824990	93825490	False	False
Gal3st2	chr1	93861096	93861596	False	False
Gal3st2b	chr1	93918061	93918561	False	False
Gal3st2c	chr1	93990259	93990759	False	False
Neu4	chr1	94020243	94020743	False	False
Pdcd1	chr1	94052303	94052803	False	False
Fam174a	chr1	95313373	95313873	True	True
St8sia4	chr1	95667321	95667821	False	False
Slco4c1	chr1	96871921	96872421	False	False
Slco6c1	chr1	97127956	97128456	False	False
D1Ertd622e	chr1	97661824	97662324	False	False
Gin1	chr1	97769947	97770447	False	True
Ppip5k2	chr1	97770161	97770661	True	True
Pam	chr1	98095371	98095871	False	False
Slco6d1	chr1	98420877	98421377	False	False
Cntnap5b	chr1	100097511	100098011	False	False
Cdh20	chr1	104768279	104768779	False	False
Rnf152	chr1	105356420	105356920	False	False
Pign	chr1	105663393	105663893	True	False
Relch	chr1	105663663	105664163	False	False
Tnfrsf11a	chr1	105780468	105780968	False	False
Zcchc2	chr1	105990156	105990656	False	False
Phlpp1	chr1	106171502	106172002	False	False
Bcl2	chr1	106714024	106714524	False	False
Kdsr	chr1	106759477	106759977	False	False
Vps4b	chr1	106796417	106796917	True	True
Serpinb5	chr1	106860924	106861424	False	False
Serpinb12	chr1	106934199	106934699	False	False
Serpinb13	chr1	106980734	106981234	False	False
Serpinb3a	chr1	107052053	107052553	False	False
Serpinb3d	chr1	107083256	107083756	False	False
Serpinb3b	chr1	107160864	107161364	False	False
Serpinb3c	chr1	107278121	107278621	False	False
Serpinb11	chr1	107361679	107362179	False	False
Serpinb7	chr1	107399405	107399905	False	False
Serpinb2	chr1	107511173	107511673	False	False
Serpinb8	chr1	107589756	107590256	False	False
Cdh7	chr1	109982460	109982960	False	False
Cdh19	chr1	110977113	110977613	False	False
Dsel	chr1	111864668	111865168	False	False
Cntnap5a	chr1	115684506	115685006	False	False
Gm19965	chr1	116802733	116803233	False	False
Gm28363	chr1	117696881	117697381	False	False
B020011L13Rik	chr1	117780883	117781383	False	False
Gm28360	chr1	117829831	117830331	False	False
Gm28168	chr1	117927765	117928265	False	False
Gm7145	chr1	117965689	117966189	False	False
Gm29106	chr1	118176292	118176792	False	False
Tsn	chr1	118311166	118311666	True	True
Nifk	chr1	118321604	118322104	False	True
Clasp1	chr1	118388808	118389308	False	True
Tfcp2l1	chr1	118627696	118628196	False	False
Gli2	chr1	119053369	119053869	False	False
Inhbb	chr1	119421998	119422498	False	False
Ralb	chr1	119504544	119505044	False	False
Tmem185b	chr1	119525910	119526410	True	False
Epb41l5	chr1	119648686	119649186	False	False
Ptpn4	chr1	119836749	119837249	False	False
Tmem177	chr1	119912958	119913458	True	False
Cfap221	chr1	119996940	119997440	False	False
